Rajarhat,রাজারহাট,25.780435,89.53089
Ulipur,উলিপুর,25.65642,89.620456
Chilmari,চিলমারি,25.581041,89.661635
Rowmari,রউমারি,25.591696,89.831773
Char Rajibpur,চর রাজিবপুর,25.461324,89.766153
Lalmanirhat Sadar,লালমনিরহাট সদর,25.874819,89.455309
Aditmari,আদিতমারি,25.921826,89.379583
Kaliganj,কালীগঞ্জ,25.968598,89.265727
Hatibandha,হাতিবান্ধা,26.142222,89.13487
Patgram,পাটগ্রাম,26.356951,89.008373
Nilphamari Sadar,নীলফামারী সদর,25.989363,88.826301
Saidpur,সৈয়দপুর,25.782954,88.898267
Jaldhaka,জলঢাকা,26.019664,89.016591
Kishoreganj,কিশোরগঞ্জ,25.920213,89.07525
Domar,ডোমার,26.154662,88.807089
Dimla,ডিমলা,26.17961,88.979678
Panchagarh Sadar,পঞ্চগড় সদর,26.38911,88.614484
Debiganj,দেবীগঞ্জ,26.106746,88.730153
Boda,বোদা,26.24744,88.614484
Atwari,আটোয়ারি,26.245454,88.421001
Tetulia,তেতুলিয়া,26.517007,88.430695
Badarganj,বদরগঞ্জ,25.653968,89.070477
Mithapukur,মিঠাপুকুর,25.613733,89.284725
Gangachara,গঙ্গাচরা,25.873792,89.227703
Kaunia,কাউনিয়া,25.774166,89.43166
Rangpur Sadar,রংপুর সদর,25.731814,89.227703
Pirgachha,পীরগাছা,25.685349,89.417464
Pirganj,পীরগঞ্জ,25.436218,89.313206
Taraganj,তারাগঞ্জ,25.778018,89.037048
Thakurgaon Sadar ,ঠাকুরগাঁও সদর,26.080287,88.440388
Pirganj ,পীরগঞ্জ,25.819123,88.343362
Baliadangi ,বালিয়াডাঙ্গি,26.090234,88.275314
Haripur ,হরিপুর,25.86409,88.148657
Ranisankail ,রাণীসংকইল,25.892046,88.258286
Ajmiriganj,আজমিরিগঞ্জ,24.548922,91.236171
Baniachang,বানিয়াচং,24.506322,91.356569
Bahubal,বাহুবল,24.341248,91.537811
Chunarughat,চুনারুঘাট,24.184329,91.482148
Habiganj Sadar,হবিগঞ্জ সদর,24.351263,91.424143
